img,label,prediction,final_prob,p_human,p_landscape,p_building,p_edges,p_frequency,p_grayscale,w_human,w_landscape,w_building,w_edges,w_frequency,w_grayscale
data/test/meta_classifier_train_data/known_test\0_real\architecture_26.jpg,0,0,0.1586,0.0003,0.0033,0.0045,0.0000,0.0002,0.9432,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-headscarf_971425308.jpg,1,1,0.6318,0.9967,0.9750,0.9271,0.0015,0.0149,0.8756,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\human_2_manipulated_stable_diffusion_15_imag2img_portrait-with-slight-vignette-effect_801820910.jpg,1,0,0.2270,0.0000,0.2256,0.8763,0.0638,0.1209,0.0754,,,,,,
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_inpainting_add-flower-pots-on-windowsill_769084356.jpg,1,1,0.5189,1.0000,0.7609,0.9115,0.0112,0.0007,0.4290,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-electricity-pole_612625051_jpeg.jpg,1,1,0.7991,0.9988,1.0000,0.9995,0.2310,0.8381,0.7274,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_dreamlike_photoreal_20_mosque-with-detailed-minarets-photographed-at-sunset_654436821_jpeg.jpg,1,1,0.6620,0.9987,0.8961,0.9999,0.0784,0.0001,0.9989,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1087_jpeg.jpg,0,0,0.0541,0.0000,0.2296,0.0452,0.0003,0.0067,0.0427,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_dreamlike_photoreal_20_autumn-forest-with-colorful-leaves-path-covered-in-foliage_661051533_jpeg.jpg,1,1,0.6789,1.0000,0.9997,0.9987,0.0744,0.0008,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_513_jpeg.jpg,0,0,0.1194,0.0000,0.1808,0.0273,0.4870,0.0202,0.0009,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_379_jpeg.jpg,0,1,0.5849,0.9999,0.9670,0.9922,0.5385,0.0006,0.0112,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_snowy-mountain-slope_729835593_jpeg.jpg,1,1,0.5642,0.9998,0.9979,0.9972,0.0041,0.3749,0.0113,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_453_jpeg.jpg,0,0,0.1521,0.0000,0.0007,0.0008,0.5044,0.4069,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1942_jpeg.jpg,0,0,0.4390,0.9837,0.6288,0.7889,0.0038,0.0009,0.2277,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_2_manipulated_stable_diffusion_2_inpainting_add-wireless-headphones_578658816_jpeg.jpg,1,1,0.6320,0.9996,0.9945,1.0000,0.3696,0.3382,0.0898,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_643_jpeg.jpg,0,0,0.3361,0.0105,0.9476,0.9031,0.0101,0.1400,0.0052,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_dreamlike_photoreal_20_colorful-houses-along-a-canal-daytime_261704065_jpeg.jpg,1,1,0.7040,1.0000,1.0000,0.9986,0.2206,0.0046,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-bluetooth-earpiece_462114583_jpeg.jpg,1,1,0.6938,1.0000,0.9997,1.0000,0.2041,0.0033,0.9558,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_stable_diffusion_15_panoramic-view-of-a-glacier-icy-textures_716806129_jpeg.jpg,1,1,0.6934,1.0000,0.9939,0.9991,0.0000,0.1998,0.9674,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_606_jpeg.jpg,0,0,0.2549,0.0000,0.0031,0.9471,0.4347,0.0000,0.1442,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_649_jpeg.jpg,0,0,0.2178,0.8487,0.0325,0.2835,0.0111,0.0637,0.0676,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_autumn-scene-with-colorful-trees_307012828_jpeg.jpg,1,1,0.5170,1.0000,0.9990,0.9946,0.0247,0.0001,0.0836,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_850_jpeg.jpg,0,0,0.0642,0.0017,0.0016,0.2738,0.0003,0.0026,0.1055,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_juggernaut_xl_v9_traditional-japanese-wooden-house-garden-with-lanterns_772649235_jpeg.jpg,1,1,0.6686,1.0000,0.9913,0.9782,0.0415,0.0005,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_2038_jpeg.jpg,0,0,0.0883,0.0950,0.0019,0.0151,0.1908,0.2195,0.0075,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_stable_diffusion_15_old-industrial-warehouse-with-brick-walls_321455483_jpeg.jpg,1,1,0.6934,1.0000,0.9997,1.0000,0.1595,0.0019,0.9995,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_15_imag2img_building-with-overexposed-light_505672756_jpeg.jpg,1,1,0.6382,0.9997,0.9983,1.0000,0.0092,0.0007,0.8215,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1642_jpeg.jpg,0,1,0.5958,0.9876,0.7114,0.9870,0.4365,0.0000,0.4525,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_70_jpeg.jpg,0,0,0.3914,0.7710,0.0489,0.3312,0.2827,0.8785,0.0360,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_meadow-with-flowers-sunny_712272036_jpeg.jpg,1,0,0.2581,0.1347,0.2337,0.9318,0.1516,0.0788,0.0180,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1143_jpeg.jpg,0,0,0.1992,0.1282,0.3118,0.5683,0.0077,0.1465,0.0325,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_stable_diffusion_15_skyscraper-construction-site-with-cranes_239362342_jpeg.jpg,1,1,0.6659,1.0000,0.9959,0.9975,0.0040,0.0001,0.9980,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-dog-near-path_110977390_jpeg.jpg,1,0,0.4848,0.9716,0.9556,0.9594,0.0156,0.0043,0.0022,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_inpainting_add-mole-on-face_969863749_jpeg.jpg,1,1,0.8165,0.9999,0.9811,1.0000,0.9885,0.0586,0.8706,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_136_jpeg.jpg,0,0,0.1083,0.0380,0.0127,0.4090,0.0011,0.1888,0.0004,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_dreamlike_photoreal_20_old-european-cathedral-with-gothic-details-daylight_671527525_jpeg.jpg,1,1,0.6575,1.0000,0.9163,0.9998,0.0294,0.0000,0.9994,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1722_jpeg.jpg,0,0,0.2973,0.8931,0.0853,0.7401,0.0207,0.0031,0.0415,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1950_jpeg.jpg,0,0,0.2992,0.1064,0.0119,0.4410,0.3850,0.8026,0.0484,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_454_jpeg.jpg,0,0,0.1888,0.0000,0.0057,0.0019,0.4007,0.7243,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-small-barn_957038279_jpeg.jpg,1,1,0.5492,0.9860,0.9339,0.1989,0.0056,0.1714,0.9996,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_581_jpeg.jpg,0,0,0.4664,0.9720,0.1663,0.6160,0.8021,0.2405,0.0016,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_444_jpeg.jpg,0,0,0.4911,1.0000,0.8667,0.9617,0.0918,0.0000,0.0264,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-tent-in-field_950044724_jpeg.jpg,1,1,0.6156,0.9997,0.9965,0.9991,0.0008,0.0028,0.6946,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_460_jpeg.jpg,0,0,0.1924,0.2456,0.1344,0.7524,0.0002,0.0210,0.0007,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1734_jpeg.jpg,0,0,0.1195,0.0005,0.2362,0.4393,0.0004,0.0025,0.0379,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_stable_diffusion_15_photo-of-a-young-boy-with-curly-hair-smiling-outdoors-in-the_239670712_jpeg.jpg,1,1,0.6663,1.0000,0.9983,0.9983,0.0003,0.0013,0.9996,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_2071_jpeg.jpg,0,0,0.1578,0.0003,0.0056,0.0001,0.1817,0.7228,0.0360,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1773_jpeg.jpg,0,1,0.7052,0.9976,0.8563,0.8600,0.9075,0.0051,0.6048,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_dreamlike_photoreal_20_rolling-green-hills-in-spring-wildflowers-in-bloom_22932395_jpeg.jpg,1,1,0.6279,1.0000,0.9577,0.9952,0.0629,0.0193,0.7323,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_197_jpeg.jpg,0,0,0.3995,0.9999,0.3069,0.9721,0.0074,0.0883,0.0223,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_937_jpeg.jpg,0,0,0.0792,0.0002,0.0003,0.0010,0.4215,0.0521,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_15_imag2img_portrait-illuminated-by-laptop-screen_250179422_jpeg.jpg,1,1,0.6079,1.0000,0.9795,0.9362,0.6350,0.0935,0.0031,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_507_jpeg.jpg,0,0,0.0995,0.0000,0.0027,0.0040,0.1975,0.3918,0.0009,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-bench-near-path_834718476_jpeg.jpg,1,1,0.5456,1.0000,0.9986,1.0000,0.0223,0.0017,0.2509,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_951_jpeg.jpg,0,0,0.3689,0.7070,0.2710,0.5878,0.0691,0.5769,0.0017,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_stable_diffusion_15_photo-of-a-middle-aged-man-with-shaved-head-gym-background_334702823_jpeg.jpg,1,1,0.7657,1.0000,0.9878,1.0000,0.8365,0.0335,0.7368,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_juggernaut_xl_v9_tropical-beach-with-palm-trees-turquoise-water_908314406_jpeg.jpg,1,1,0.7620,0.9851,0.8546,0.9757,0.0908,0.6661,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_stable_diffusion_15_photo-of-a-young-boy-with-curly-hair-smiling-outdoors-in-the_726600540_jpeg.jpg,1,1,0.6673,0.9999,0.9962,0.9950,0.0108,0.0023,0.9993,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_juggernaut_xl_v9_greek-island-whitewashed-buildings-with-blue-roofs_972657074_jpeg.jpg,1,1,0.6692,1.0000,0.9922,0.9873,0.0363,0.0003,0.9991,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_171_jpeg.jpg,0,0,0.1165,0.0000,0.0843,0.1462,0.1018,0.1545,0.2121,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_dreamlike_photoreal_20_lush-jungle-waterfall-spray-in-the-air_866747348_jpeg.jpg,1,1,0.6737,1.0000,0.9999,0.9999,0.0450,0.0000,0.9975,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-hoodie-hood-on-head_268056615_jpeg.jpg,1,1,0.5517,0.6870,0.9977,0.9999,0.0379,0.1705,0.4172,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_625_jpeg.jpg,0,0,0.3000,0.0024,0.0068,0.9400,0.6694,0.0000,0.1813,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1334_jpeg.jpg,0,0,0.4173,0.1806,0.9807,0.3215,0.0246,0.0004,0.9962,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_547_jpeg.jpg,0,0,0.2210,0.0028,0.0584,0.9983,0.2609,0.0000,0.0053,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_921_jpeg.jpg,0,0,0.2963,0.0205,0.0358,0.4620,0.4629,0.7728,0.0237,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_356_jpeg.jpg,0,0,0.4418,0.8874,0.8343,0.7284,0.0098,0.0231,0.1681,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_stable_diffusion_15_modern-museum-building-with-geometric-shapes_681057737_jpeg.jpg,1,1,0.6185,0.7745,0.9768,0.9998,0.0006,0.0002,0.9591,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_328_jpeg.jpg,0,0,0.2159,0.0095,0.0538,0.9752,0.0548,0.2011,0.0011,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-headscarf_971425308_jpeg.jpg,1,1,0.6408,0.9997,0.9966,0.9798,0.0007,0.0141,0.8538,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_stable_diffusion_15_old-industrial-warehouse-with-brick-walls_797163847_jpeg.jpg,1,1,0.6595,0.9982,0.9822,0.9929,0.0000,0.0001,0.9836,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_juggernaut_xl_v9_small-countryside-church-with-stone-walls_911251732_jpeg.jpg,1,1,0.7840,0.9986,0.9807,0.9996,0.7292,0.0008,0.9953,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_79_jpeg.jpg,0,0,0.0995,0.0000,0.0175,0.0011,0.5451,0.0325,0.0005,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_93_jpeg.jpg,0,0,0.0822,0.0002,0.0718,0.4003,0.0000,0.0008,0.0199,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1586_jpeg.jpg,0,0,0.3369,0.0393,0.0424,0.9013,0.2588,0.7794,0.0006,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_720_jpeg.jpg,0,0,0.2113,0.0000,0.0008,0.0121,0.4807,0.7739,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_214_jpeg.jpg,0,0,0.0722,0.0000,0.0864,0.0183,0.3101,0.0029,0.0153,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_inpainting_add-mailbox-on-wall_554965530_jpeg.jpg,1,1,0.6212,0.9991,0.9166,0.9990,0.0842,0.0000,0.7283,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_15_imag2img_portrait-with-subtle-film-grain-effect_153387314_jpeg.jpg,1,1,0.6255,1.0000,0.9995,0.9557,0.6408,0.0469,0.1102,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_stable_diffusion_15_desert-plateau-with-cacti-midday-sun_122824733_jpeg.jpg,1,1,0.6701,1.0000,0.9999,0.9987,0.0225,0.0000,0.9997,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_stable_diffusion_15_vast-tundra-under-cloudy-sky-lonely-feeling_751044797_jpeg.jpg,1,1,0.6543,1.0000,0.9989,0.8962,0.0003,0.1261,0.9041,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1792_jpeg.jpg,0,1,0.6680,0.8735,0.5004,0.8031,0.8609,0.9684,0.0019,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_inpainting_add-door-mat_976720159_jpeg.jpg,1,1,0.6648,0.9998,0.9989,0.9942,0.0007,0.0053,0.9900,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_538_jpeg.jpg,0,0,0.2806,0.1755,0.4804,0.8919,0.0008,0.0000,0.1347,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_585_jpeg.jpg,0,1,0.6222,0.9990,0.9914,0.9995,0.0074,0.0024,0.7336,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_juggernaut_xl_v9_lush-jungle-waterfall-spray-in-the-air_590404559_jpeg.jpg,1,1,0.6830,0.9999,0.9937,0.9999,0.1540,0.0042,0.9461,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_253_jpeg.jpg,0,0,0.1752,0.0000,0.0011,0.0013,0.9566,0.0925,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_dreamlike_photoreal_20_vast-tundra-under-cloudy-sky-lonely-feeling_644685430_jpeg.jpg,1,1,0.6866,0.9997,0.9883,0.9343,0.0273,0.2595,0.9102,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_waterfall-in-cloudy-weather_283602088_jpeg.jpg,1,1,0.5296,0.9998,0.9871,0.9983,0.0004,0.0008,0.1912,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1210_jpeg.jpg,0,0,0.2695,0.0383,0.6615,0.7965,0.0005,0.0127,0.1074,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_15_imag2img_portrait-under-cloudy-daylight_395430793_jpeg.jpg,1,1,0.6250,1.0000,0.9975,0.9420,0.7797,0.0296,0.0012,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_698_jpeg.jpg,0,0,0.1800,0.0000,0.0007,0.0031,0.8922,0.1839,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1531_jpeg.jpg,0,1,0.5439,0.6619,0.9548,0.6746,0.0104,0.9589,0.0029,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_239_jpeg.jpg,0,1,0.5210,0.9222,0.7844,0.8826,0.0976,0.0007,0.4386,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_436_jpeg.jpg,0,0,0.2053,0.2738,0.5296,0.3729,0.0032,0.0000,0.0524,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1860_jpeg.jpg,0,0,0.0759,0.0072,0.1752,0.2239,0.0037,0.0022,0.0429,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_524_jpeg.jpg,0,0,0.2620,0.0000,0.0005,0.0006,0.8638,0.7072,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_90_jpeg.jpg,0,0,0.2845,0.0000,0.0011,0.0028,0.9056,0.7973,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_553_jpeg.jpg,0,1,0.7894,0.9999,0.9746,0.9665,0.9435,0.2787,0.5735,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1201_jpeg.jpg,0,0,0.0727,0.0107,0.0611,0.0654,0.0004,0.2693,0.0292,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_948_jpeg.jpg,0,0,0.2123,0.0000,0.0007,0.0016,0.3033,0.9684,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_899_jpeg.jpg,0,0,0.1999,0.0003,0.0010,0.0099,0.2525,0.9353,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_autumn-scene-with-colorful-trees_561277052_jpeg.jpg,1,1,0.5127,0.9956,0.9963,0.9874,0.0066,0.0148,0.0753,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_2_inpainting_add-ivy-on-facade_569876656_jpeg.jpg,1,1,0.6528,1.0000,0.9412,0.9993,0.0345,0.0000,0.9421,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_juggernaut_xl_v9_frozen-lake-with-snow-covered-pine-trees_619303397_jpeg.jpg,1,1,0.6385,1.0000,0.8590,0.9809,0.0003,0.0224,0.9687,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_stable_diffusion_15_ancient-roman-amphitheater-ruins_413600441_jpeg.jpg,1,1,0.6661,0.9997,0.9999,0.9972,0.0002,0.0001,0.9994,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_juggernaut_xl_v9_photo-of-an-elderly-east-asian-woman-with-wrinkles-natural-d_348717184_jpeg.jpg,1,1,0.8301,1.0000,0.9788,1.0000,0.9897,0.0120,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_396_jpeg.jpg,0,0,0.2143,0.9146,0.0601,0.2578,0.0000,0.0462,0.0070,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1053_jpeg.jpg,0,0,0.2606,0.8614,0.1264,0.1007,0.3271,0.0894,0.0588,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_2000_jpeg.jpg,0,0,0.3833,0.2914,0.5969,0.9432,0.0001,0.0001,0.4680,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1444_jpeg.jpg,0,0,0.2170,0.0431,0.5805,0.6519,0.0002,0.0011,0.0253,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_inpainting_add-ivy-on-facade_363446379_jpeg.jpg,1,1,0.6923,0.9959,0.9832,0.9993,0.3400,0.0001,0.8355,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_2_inpainting_add-hoodie-hood-on-head_785756970_jpeg.jpg,1,1,0.7303,1.0000,0.9974,0.9974,0.9008,0.0006,0.4857,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_dreamlike_photoreal_20_portrait-of-a-middle-aged-woman-with-short-hair-workplace-se_438460432_jpeg.jpg,1,1,0.6679,1.0000,0.9948,0.9997,0.0145,0.0001,0.9981,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_dreamlike_photoreal_20_mountain-valley-with-river-summer-daylight_569681066_jpeg.jpg,1,1,0.6249,0.9951,0.9995,0.9999,0.0035,0.0116,0.7401,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_221_jpeg.jpg,0,0,0.2334,0.0000,0.0239,0.0021,0.9441,0.4299,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_dreamlike_photoreal_20_rolling-green-hills-in-spring-wildflowers-in-bloom_891010114_jpeg.jpg,1,1,0.5609,0.9999,0.9338,0.8775,0.0653,0.0045,0.4841,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1231_jpeg.jpg,0,0,0.3742,0.0712,0.1194,0.5427,0.5971,0.5196,0.3952,,,,,,
